_id,name,price,description,image,category,__v
64344f97b4a92de07f4e0022,Dhal curry,100,"Dhal curry is a comforting and nutritious Sri Lankan dish made with lentils, coconut milk, and a variety of spices. The lentils are cooked until soft and tender, and are then simmered in a flavorful curry made with onions, tomatoes, and spices like cumin, coriander, and turmeric. Dhal curry is often served as a side dish to rice or other Sri Lankan dishes, and is loved for its rich, creamy texture and delicious, aromatic flavor. It's a vegetarian favorite that's packed with protein and flavor, and is a beloved staple of Sri Lankan cuisine.",,64344860b4a92de07f4dfffc,0
64345579b4a92de07f4e0024,Chana masala,100,"Chana masala is a popular Indian vegetarian dish made with chickpeas cooked in a spicy and tangy tomato-based sauce. The chickpeas are simmered with onions, garlic, ginger, and a blend of spices like cumin, coriander, and garam masala until they're tender and flavorful. Chana masala is often served with rice, naan bread, or other Indian flatbreads, and is loved for its hearty, satisfying flavor and texture. It's a popular dish across India and around the world, and is a must-try for anyone who loves bold, complex flavors.",,6434489cb4a92de07f4dfffe,0
643455b9b4a92de07f4e0026,Palak paneer,100,"Palak paneer is a classic Indian dish made with spinach (palak) and Indian cheese (paneer). The spinach is cooked down with a variety of spices like cumin, coriander, and turmeric, and is then blended to create a smooth, creamy sauce. Cubes of paneer cheese are added to the sauce and simmered until they're tender and infused with the rich, fragrant flavors of the dish. Palak paneer is often served with rice or Indian flatbreads like naan or roti, and is loved for its comforting, nutritious flavor and satisfying texture.",,6434489cb4a92de07f4dfffe,0
643455f5b4a92de07f4e0028,Chickpea curry,100,"Chickpea curry is a delicious and nutritious vegan dish made with chickpeas (also known as garbanzo beans), spices, and a variety of vegetables. The dish typically starts with sautéed onions, garlic, and ginger, and is then flavored with spices like cumin, coriander, and turmeric. The chickpeas are simmered in the flavorful sauce until tender and infused with the fragrant spices. Chickpea curry is often served with rice, naan bread, or other Indian flatbreads, and is loved for its bold, complex flavors and satisfying texture. It's a healthy, protein-packed dish that's perfect for vegetarians, vegans, and meat-eaters alike.",,6434489cb4a92de07f4dfffe,0
64345631b4a92de07f4e002a,Jeera rice,100,"Jeera rice is a simple and flavorful Indian dish made by cooking basmati rice with cumin seeds (jeera) and a few other aromatic spices. The dish starts with sautéed onions, garlic, and ginger, which are then flavored with spices like cumin, cardamom, and bay leaves. The basmati rice is added to the mixture and cooked until fluffy and tender, infused with the rich, fragrant flavors of the spices. Jeera rice is often served with a variety of Indian dishes, and is loved for its delicious, aromatic flavor and satisfying texture. It's a perfect complement to spicy curries and other bold, flavorful dishes.",,6434489cb4a92de07f4dfffe,0
64345678b4a92de07f4e002c,Jeera Alo,100,"Jeera Aloo is a popular Indian side dish made with potatoes (aloo) and cumin seeds (jeera). The dish starts with sautéed onions, garlic, and ginger, which are then flavored with cumin seeds, coriander, and other aromatic spices. The potatoes are added to the mixture and cooked until tender and infused with the rich, fragrant flavors of the spices. Jeera Aloo is often served with rice, naan bread, or other Indian flatbreads, and is loved for its delicious, comforting flavor and satisfying texture. It's a perfect side dish for a variety of Indian meals, and is loved by vegetarians and meat-eaters alike.",,6434489cb4a92de07f4dfffe,0
643456a5b4a92de07f4e002e,Malai kofta,100,"Malai Kofta is a classic vegetarian dish from North India made with fried vegetable balls (kofta) in a creamy tomato-based sauce. The kofta balls are typically made with paneer (Indian cottage cheese), potatoes, and a variety of vegetables, then spiced with aromatic herbs and spices. The rich and flavorful tomato-based sauce is made with cream, cashew nuts, and a variety of spices. Malai Kofta is often served with naan bread, rice, or other Indian flatbreads, and is loved for its rich, comforting flavor and satisfying texture. It's a perfect vegetarian alternative to meatballs and is loved by all food lovers.",,6434489cb4a92de07f4dfffe,0
643456cfb4a92de07f4e0030,Mutton korma,100,"Mutton Korma is a popular Indian dish made with tender pieces of mutton (goat meat) cooked in a rich and creamy sauce made with yogurt, cream, and a variety of aromatic spices. The dish starts with marinating the meat in a flavorful spice mix, then slow-cooking it until it's tender and juicy. The sauce is made with onions, garlic, ginger, and a variety of spices like cardamom, cinnamon, and cloves. Mutton Korma is often served with rice, naan bread, or other Indian flatbreads, and is loved for its delicious, complex flavors and satisfying texture. It's a perfect dish for special occasions or a comforting weeknight dinner.",,6434489cb4a92de07f4dfffe,0
6434570cb4a92de07f4e0032,Pina colada with pork ribs,100,"Pina Colada Pork Ribs are a delicious and unique twist on classic BBQ ribs. The ribs are marinated in a mixture of pineapple juice, coconut milk, and rum, giving them a tropical flavor that's perfect for summer. The meat is then slow-cooked until it's tender and juicy, with a caramelized glaze of BBQ sauce and the sweet and tangy flavors of the marinade. The combination of juicy, flavorful ribs with a refreshing Pina Colada is a perfect match, and the dish is sure to impress at any BBQ or summer gathering.",,6434489cb4a92de07f4dfffe,0
64345759b4a92de07f4e0034,Tandoori lamb chops,100,"Tandoori Lamb Chops are a popular Indian dish that features tender lamb chops marinated in a blend of yogurt and aromatic spices, then cooked in a tandoor oven or grill until they're juicy and flavorful. The marinade is typically made with ginger, garlic, garam masala, cumin, coriander, and other spices, giving the lamb a delicious, complex flavor. The charred, smoky flavor from the tandoor oven adds another layer of deliciousness to the dish. Tandoori Lamb Chops are often served with naan bread, rice, or a fresh salad, and are perfect for a special occasion or a flavorful weeknight meal.",,6434489cb4a92de07f4dfffe,0
64345785b4a92de07f4e0036,Keema Samosa with Yogurt Dip,100,"Keema Samosas are a popular Indian appetizer that consists of crispy, flaky pastry filled with a spiced mixture of minced meat, onions, and peas. The savory filling is seasoned with fragrant spices such as cumin, coriander, and garam masala, giving it a delicious and complex flavor. The samosas are typically served with a cool, creamy yogurt dip that balances the spiciness of the filling. Keema Samosas with Yogurt Dip are a perfect snack for any occasion and are sure to be a crowd-pleaser.",,6434489cb4a92de07f4dfffe,0
643457acb4a92de07f4e0038,Curried Parmesan Fish Fingers,100,"Curried Parmesan Fish Fingers are a flavorful twist on a classic fish finger recipe. Tender pieces of white fish are coated in a mixture of breadcrumbs, parmesan cheese, and curry powder, giving them a delicious, spicy flavor and a crispy texture. The dish is perfect for a quick and easy weeknight meal or a fun party appetizer. The fish fingers can be served with a variety of dipping sauces, from classic tartar sauce to spicy aioli, depending on your taste preferences. Curried Parmesan Fish Fingers are sure to be a hit with fish lovers and spice enthusiasts alike.",,6434489cb4a92de07f4dfffe,0
643457dcb4a92de07f4e003a,Goan Prawn Curry With Raw,100,"Goan Prawn Curry with Raw Mango is a tangy and flavorful Indian seafood dish. The curry is made with fresh prawns cooked in a coconut milk base with a blend of aromatic spices like cumin, coriander, and turmeric. The addition of raw mango gives the dish a tart and fruity flavor, which complements the richness of the curry perfectly. The dish is typically served with steamed rice or bread, making it a filling and satisfying meal. Goan Prawn Curry with Raw Mango is a must-try for anyone looking to experience the bold flavors of Indian cuisine.",,6434489cb4a92de07f4dfffe,0
64345830b4a92de07f4e003c,Chicken Malai Kebab,100,"Chicken Malai Kebab is a popular Indian appetizer that's known for its creamy texture and delicate flavor. The dish is made with boneless chicken marinated in a mixture of cream, yogurt, and aromatic spices like cumin, coriander, and garam masala. The chicken is then grilled until it's tender and juicy, with a slightly charred exterior that adds a smoky flavor to the dish. Chicken Malai Kebab is typically served with mint chutney and onion rings, making it a refreshing and satisfying snack or appetizer. Its subtle yet complex flavors make it a favorite among Indian food enthusiasts.",,6434489cb4a92de07f4dfffe,0
64345860b4a92de07f4e003e,Malabar Chicken Curry,100,"Malabar Chicken Curry is a popular South Indian dish that's known for its spicy and aromatic flavors. The dish is made with bone-in chicken cooked in a thick gravy made with coconut milk, curry leaves, and a blend of spices like turmeric, coriander, cumin, and red chili powder. The addition of roasted coconut and shallots gives the curry a rich and nutty flavor that's balanced by the acidity of tomatoes and tamarind. Malabar Chicken Curry is typically served with rice, naan bread, or roti, and is enjoyed by food lovers around the world.",,6434489cb4a92de07f4dfffe,0
643458afb4a92de07f4e0040,Grilled Chicken Wrap,100,"A grilled chicken wrap is a delicious and filling handheld meal that's perfect for lunch or a quick dinner on the go. The wrap is typically made with a flour tortilla, filled with juicy grilled chicken, fresh lettuce, ripe tomatoes, and crunchy cucumbers. Some variations may also include sliced avocado, cheese, or a creamy dressing like ranch or tzatziki. The grilled chicken adds a smoky and savory flavor to the wrap, while the veggies provide a refreshing crunch. Grilled chicken wraps are a popular option at fast-casual restaurants and can also be easily made at home.",,6434489cb4a92de07f4dfffe,0
643459e7b4a92de07f4e0042,Rosemary Mushroom Risotto,100,"Rosemary mushroom risotto is a hearty and flavorful Italian rice dish that's perfect for a cozy dinner. Arborio rice is slowly cooked with white wine, onions, garlic, vegetable broth, and earthy mushrooms until it becomes creamy and tender. Fresh rosemary adds an aromatic and savory flavor to the risotto, while grated Parmesan cheese adds a rich and nutty taste. The mushrooms add a meaty texture and umami flavor that makes the dish satisfying and filling. Rosemary mushroom risotto is a comforting dish that's perfect for a chilly evening and can be served as a main course or a side dish.",,64344a87b4a92de07f4e000c,0
64345a0eb4a92de07f4e0044,Homemade Vegan Margherita Pizza,100,"This homemade vegan margherita pizza is a healthier and tastier version of the classic Italian pizza. The crispy and chewy pizza crust is made with whole wheat flour, water, yeast, and a touch of olive oil. The tangy and sweet tomato sauce is made with fresh tomatoes, garlic, and herbs. The creamy and melty mozzarella cheese is made with cashews and nutritional yeast, and the toppings are fresh basil leaves and sliced cherry tomatoes. The combination of these ingredients makes this pizza a delicious and satisfying meal that's perfect for a movie night or a casual dinner with friends.",,64344a87b4a92de07f4e000c,0
64345a37b4a92de07f4e0046,Crostini,100,"Crostini is an Italian appetizer that consists of small slices of toasted bread that are topped with a variety of savory or sweet ingredients. The bread is usually brushed with olive oil and seasoned with salt and pepper before toasting, which gives it a crispy and crunchy texture. Common toppings include fresh tomato and basil, prosciutto and cheese, roasted vegetables and hummus, or figs and honey with ricotta cheese. Crostini is a versatile and delicious dish that's perfect for a party or as a starter to a meal.",,64344a87b4a92de07f4e000c,0
64345a5cb4a92de07f4e0048,Garlic Rosemary Herb Focaccia,100,"Garlic Rosemary Herb Focaccia is a delicious Italian bread that's perfect as a side or snack. The bread is soft and fluffy with a crispy crust, and it's loaded with the flavors of garlic, rosemary, and other herbs. The aroma of freshly baked Focaccia can fill any kitchen, and it's a perfect addition to any meal. The bread can be enjoyed as is or topped with cheese, vegetables, or meats to create a tasty sandwich or pizza.",,64344a87b4a92de07f4e000c,0
64345a7db4a92de07f4e004a,Tuscan White Bean Salad,100,"Tuscan white bean salad is a classic Italian dish made with cannellini beans, juicy cherry tomatoes, red onions, and fresh herbs, all tossed in a tangy vinaigrette. This flavorful and refreshing salad is perfect as a light lunch or a side dish for any meal. The combination of tender beans, zesty tomatoes, and aromatic herbs make this salad a delicious and healthy choice.",,64344a87b4a92de07f4e000c,0
64345aa2b4a92de07f4e004c,Italian Giardiniera,100,"Italian Giardiniera is a traditional pickled vegetable mix that includes carrots, cauliflower, celery, peppers, and onions. The vegetables are marinated in a mixture of vinegar, water, salt, sugar, and herbs, giving it a tangy and slightly sweet flavor. This versatile condiment can be used as a side dish, topping, or a flavorful addition to sandwiches and salads. It's also rich in vitamins and minerals, making it a healthy and tasty addition to any meal.",,64344a87b4a92de07f4e000c,0
64345adbb4a92de07f4e004e,Italian Farro Salad,100,"Italian Farro Salad is a wholesome dish made with nutty and chewy farro, mixed with roasted vegetables, olives, and feta cheese. The dish is dressed in a tangy lemon vinaigrette and topped with fresh herbs, making it a perfect summer salad or a light lunch option. Farro is a popular grain in Italy, and this dish showcases its versatility and unique texture.",,64344a87b4a92de07f4e000c,0
64345afcb4a92de07f4e0050,Chicken Milanese,100,"Chicken Milanese is a classic Italian dish consisting of breaded and fried chicken cutlets. The chicken is pounded thin and coated with a mixture of breadcrumbs, Parmesan cheese, and herbs before being fried until golden and crispy. It is typically served with a lemon wedge and a side of arugula salad. The dish originated in Milan, Italy, and is a popular main course in Italian cuisine. It's a simple yet delicious dish that is sure to satisfy your taste buds.",,64344a87b4a92de07f4e000c,0
64345b21b4a92de07f4e0052,Tuscan Lamb Shanks,100,"Tuscan Lamb Shanks is a flavorful and hearty dish that originates from the Tuscan region of Italy. The lamb shanks are braised in a tomato-based sauce with aromatics like garlic, onion, and rosemary, until they become tender and succulent. This dish is usually served with polenta or mashed potatoes, making it a perfect comfort food for cold days.",,64344a87b4a92de07f4e000c,0
64345d2bb4a92de07f4e0054,Pasta Bake with Sausage,100,This hearty pasta bake with sausage is the perfect comfort food. The dish features al dente pasta smothered in a rich tomato sauce and topped with crispy sausage and melted mozzarella cheese. It's a delicious and satisfying meal that will leave your taste buds wanting more.,,64344a87b4a92de07f4e000c,0
64345d7eb4a92de07f4e0056,Creamy lemon chicken piccata,100,This creamy lemon chicken piccata is a mouth-watering dish that combines tender chicken breasts with a tangy lemon sauce. The dish is topped with capers and a creamy white wine sauce that is rich and savory. It's a classic Italian dish that is perfect for any occasion and is sure to delight your taste buds.,,64344a87b4a92de07f4e000c,0
64345dbdb4a92de07f4e0058,Creamy tuscan shrimp,100,"This creamy Tuscan shrimp is a delicious and indulgent dish that features plump and juicy shrimp smothered in a creamy sauce. The sauce is made with garlic, sun-dried tomatoes, spinach, and cream, giving it a rich and savory flavor. It's a perfect meal for any seafood lover and will leave you feeling satisfied and happy.",,64344a87b4a92de07f4e000c,0
64345e27b4a92de07f4e005a,Creamy Garlic Salmon,100,"This creamy garlic salmon is a mouth-watering dish that features tender and flaky salmon smothered in a rich and creamy garlic sauce. The dish is made with fresh garlic, butter, cream, and Parmesan cheese, giving it a decadent and savory flavor. It's a perfect meal for seafood lovers and will leave you feeling satisfied and happy.",,64344a87b4a92de07f4e000c,0
64345e8bb4a92de07f4e005c,Chicken Penne Pasta,100,"This chicken penne pasta dish is a classic and comforting meal that features tender chicken and al dente pasta tossed in a rich tomato sauce. The dish is seasoned with fragrant herbs and spices, making it flavorful and satisfying. It's a perfect meal for any occasion and will leave you feeling nourished and satisfied.",,64344a87b4a92de07f4e000c,0
64345f52b4a92de07f4e005e,Vegetarian Bourguignon,100,"Vegetarian Bourguignon is a rich and flavorful stew made with hearty vegetables such as mushrooms, carrots, and onions simmered in a red wine sauce. It's seasoned with garlic, thyme, and bay leaves for a complex depth of flavor. Served over a bed of creamy mashed potatoes or crusty bread, it's a comforting and satisfying dish perfect for any occasion.",,643448dab4a92de07f4e0000,0
64345f77b4a92de07f4e0060,Sauerkraut Pie,100,"Sauerkraut pie is a savory dish with a unique flavor profile. The crust is made of a buttery and flaky pastry, filled with a mixture of sauerkraut, onions, bacon, and sometimes mushrooms. The tangy sauerkraut is balanced by the richness of the bacon and the savory notes of the onions. It's a delicious and hearty meal, perfect for colder weather.",,643448dab4a92de07f4e0000,0
64345f96b4a92de07f4e0062,Aligot,100,"Aligot is a traditional French dish from the Aubrac region. It's made by blending melted cheese, typically Tomme or Cantal, with mashed potatoes, garlic, and cream until it forms a smooth, stretchy and decadent mixture. Served piping hot, it's a perfect comfort food to enjoy on a cold day or as a side dish to a meaty main course.",,643448dab4a92de07f4e0000,0
64345fbeb4a92de07f4e0064,Rolled omelet with fine herbs,100,"Rolled omelet with fine herbs is a classic French dish that's both simple and elegant. The omelet is filled with a mixture of fresh herbs, such as parsley, chives, and tarragon, and rolled into a cylinder shape. The result is a light and fluffy texture with bursts of herbaceous flavor in every bite. It's perfect for a quick breakfast or as a light lunch paired with a salad.",,643448dab4a92de07f4e0000,0
64345fdeb4a92de07f4e0066,Leek gratin,100,Leek gratin is a creamy and indulgent French dish that's perfect for a cozy dinner. Sliced leeks are sautéed until tender and then baked in a rich béchamel sauce with a generous topping of melted cheese and breadcrumbs. The result is a satisfying and flavorful dish with a crispy crust and soft and flavorful interior.,,643448dab4a92de07f4e0000,0
64346002b4a92de07f4e0068,Tartiflette without bacon chunks,100,"Tartiflette without bacon chunks is a vegetarian version of the classic French dish. Thinly sliced potatoes are layered with caramelized onions, garlic, and a mixture of melted Reblochon cheese and cream. Baked until golden brown and bubbling, it's a hearty and comforting dish with a creamy texture and a nutty, cheesy flavor. Perfect for a cozy dinner on a cold evening.",,643448dab4a92de07f4e0000,0
64346034b4a92de07f4e006a,Gratin dauphinois,100,"Gratin Dauphinois is a classic French dish made with thinly sliced potatoes baked in a rich and creamy sauce. The potatoes are layered with garlic, salt, and nutmeg, and then baked in a mixture of milk and cream until golden brown and bubbling. The result is a decadent and comforting side dish with a crispy top and a creamy, melt-in-your-mouth texture.",,643448dab4a92de07f4e0000,0
64346069b4a92de07f4e006c,Vegetarian pot-au-feu,100,"Vegetarian pot-au-feu is a plant-based take on the classic French beef stew. This hearty and flavorful dish is made with a variety of vegetables such as carrots, turnips, leeks, and onions, simmered in a broth with herbs like bay leaves and thyme. Served with crusty bread, it's a warming and satisfying meal perfect for a cold day.",,643448dab4a92de07f4e0000,0
6434608eb4a92de07f4e006e,Salmon en papillote,100,"Salmon en papillote is a French cooking technique where salmon is baked in parchment paper with aromatics and vegetables. The salmon is seasoned with lemon, garlic, and herbs such as thyme or dill, along with sliced vegetables like zucchini, tomatoes, or bell peppers. The parchment paper helps to lock in the flavors and moisture, resulting in a juicy and delicious meal with minimal clean-up.",,643448dab4a92de07f4e0000,0
643460afb4a92de07f4e0070,Chicken confit,100,"Chicken confit is a French dish made by slow-cooking chicken in its own fat. The chicken is seasoned with herbs and spices, then cooked on a low heat for several hours until tender and flavorful. The result is a juicy and succulent meat with a crispy and golden skin. Served with roasted potatoes or a fresh salad, it's a luxurious and satisfying dish.",,643448dab4a92de07f4e0000,0
643460d3b4a92de07f4e0072,Coq au vin,100,"Coq au vin is a classic French dish made by slow-cooking chicken in red wine with bacon, mushrooms, onions, and herbs. The chicken is first browned and then braised in the red wine sauce until tender and flavorful. The result is a rich and indulgent dish with complex layers of flavor that are perfect for a special occasion.",,643448dab4a92de07f4e0000,0
643460f5b4a92de07f4e0074,Cassoulet,100,"Cassoulet is a hearty French dish that originated in the southwest region of France. It's made with white beans, duck confit, sausages, and sometimes pork belly, all slow-cooked together in a savory tomato sauce with garlic and herbs. The result is a rich and flavorful casserole with tender meat and creamy beans, perfect for a comforting meal on a chilly evening.",,643448dab4a92de07f4e0000,0
6434611ab4a92de07f4e0076,Confit de canard,100,"Confit de canard is a French dish that involves slow-cooking duck legs in their own fat until they become tender and succulent. The duck is seasoned with herbs like thyme and bay leaves before being cooked, resulting in a rich and flavorful meat with a crispy skin. Served with roasted potatoes or a fresh salad, it's a luxurious and indulgent dish.",,643448dab4a92de07f4e0000,0
64346139b4a92de07f4e0078,Boeuf bourguignon,100,"Boeuf bourguignon is a classic French stew made by slow-cooking beef in red wine with onions, carrots, bacon, and herbs like thyme and bay leaves. The result is a rich and flavorful dish with tender meat and complex layers of flavor. Served with crusty bread or mashed potatoes, it's the ultimate comfort food for a cold winter's day.",,643448dab4a92de07f4e0000,0
64346164b4a92de07f4e007a,Chicken cordon bleu,100,"Chicken cordon bleu is a French dish made by stuffing a chicken breast with ham and cheese, and then breaded and fried until golden brown. The result is a juicy and flavorful chicken with a crispy exterior and oozing melted cheese. Served with a side salad or roasted vegetables, it's a delicious and satisfying meal that's perfect for a special occasion.",,643448dab4a92de07f4e0000,0
643461bfb4a92de07f4e007c,Chinese Cucumber Salad,100,"Chinese cucumber salad is a refreshing and light dish made with sliced cucumbers, garlic, sesame oil, and vinegar. The cucumbers are marinated in a dressing made from a combination of soy sauce, sugar, and chili oil, giving them a tangy and spicy flavor. It's a perfect side dish for a summer barbecue or a light lunch.",,6434490cb4a92de07f4e0002,0
643461e9b4a92de07f4e007e,Tofu and Broccoli,100,"Tofu and broccoli is a simple and healthy vegetarian dish that can be served as a main or a side. Cubes of tofu and broccoli florets are stir-fried together with garlic, ginger, and soy sauce until tender and flavorful. It's a nutritious and delicious meal that's quick and easy to prepare, perfect for a busy weeknight.",,6434490cb4a92de07f4e0002,0
64346210b4a92de07f4e0080,Garlic Sesame Noodles,100,"Garlic sesame noodles are a flavorful and easy-to-make dish that can be served as a side or a main. The noodles are cooked until al dente and then tossed in a sauce made from garlic, sesame oil, soy sauce, and a touch of honey for sweetness. Garnished with green onions or sesame seeds, it's a delicious and satisfying meal that can be enjoyed hot or cold.",,6434490cb4a92de07f4e0002,0
6434622cb4a92de07f4e0082,Lo Mein,100,"Lo mein is a Chinese dish made with egg noodles that are stir-fried with vegetables, meat, or seafood. The noodles are cooked until tender and then tossed with a sauce made from soy sauce, oyster sauce, and sesame oil, along with garlic, ginger, and other seasonings. It's a popular and satisfying dish that can be customized with a variety of ingredients to suit your taste.",,6434490cb4a92de07f4e0002,0
6434624ab4a92de07f4e0084,Vegetable Chow Mein,100,"Vegetable chow mein is a stir-fried noodle dish made with thin wheat noodles, vegetables like cabbage, carrots, and bean sprouts, and a flavorful sauce made from soy sauce, oyster sauce, and sesame oil. It's a delicious and healthy dish that's quick and easy to make, perfect for a vegetarian meal or a side dish.",,6434490cb4a92de07f4e0002,0
6434626ab4a92de07f4e0086,General Tso’s Tofu,100,"General Tso's tofu is a vegetarian version of the popular Chinese-American dish, General Tso's chicken. Cubes of tofu are fried until crispy and then tossed in a sweet and spicy sauce made with soy sauce, rice vinegar, hoisin sauce, and chili flakes. Served over rice and garnished with scallions, it's a delicious and satisfying meal with bold flavors and textures.",,6434490cb4a92de07f4e0002,0
64346291b4a92de07f4e0088,Chinese Okra Salad,100,"Chinese okra salad is a refreshing and light dish made with thinly sliced okra, garlic, chili peppers, and sesame oil. The okra is blanched and then marinated in a dressing made from soy sauce, rice vinegar, and sugar, giving it a sweet and tangy flavor. It's a perfect side dish for a summer barbecue or a light lunch.",,6434490cb4a92de07f4e0002,0
643462acb4a92de07f4e008a,Mango Chilli Chicken,100,"Mango chili chicken is a flavorful and spicy dish made with chicken breast, fresh mango, garlic, and chili peppers. The chicken is marinated in a mixture of spices and then cooked until tender and juicy. The mango adds a sweet and fruity flavor that balances out the heat of the chili peppers. Served with rice or naan bread, it's a delicious and satisfying meal that's perfect for any occasion.",,6434490cb4a92de07f4e0002,0
643462d4b4a92de07f4e008c,Garlic Soya Chicken,100,"Garlic soya chicken is a savory and delicious dish made with chicken breast, garlic, soy sauce, and brown sugar. The chicken is marinated in a mixture of garlic, soy sauce, and sugar, giving it a sweet and savory flavor. The chicken is then cooked until tender and juicy, and served with rice or vegetables. It's a quick and easy meal that's perfect for a weeknight dinner.",,6434490cb4a92de07f4e0002,0
643462f0b4a92de07f4e008e,Chilli Fish,100,"Chili fish is a spicy and flavorful dish made with fish fillets, chili peppers, garlic, and ginger. The fish is coated in a mixture of spices and then pan-fried until crispy and golden brown. The chili peppers add a bold and spicy flavor that complements the mild taste of the fish. Served with rice and vegetables, it's a delicious and satisfying meal that's perfect for seafood lovers.",,6434490cb4a92de07f4e0002,0
6434630fb4a92de07f4e0090,Chinese Chicken Fried Rice,100,"Chinese chicken fried rice is a classic dish made with cooked rice, diced chicken, scrambled eggs, and a variety of vegetables like peas, carrots, and onions. The ingredients are stir-fried together in a wok or a pan with soy sauce and other seasonings like garlic and ginger, giving the dish a savory and aromatic flavor. It's a simple and delicious meal that can be made in under 30 minutes.",,6434490cb4a92de07f4e0002,0
